,index_raw,auto_participant_id,participant_age,participant_gender,type,trial_type,trial_index,time_start,participant_ans,target_ans,accuracy,response_time,changed_shifted,switch_type,occurence,first_switch_rt
1275,29,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,53.0,177098.375,0.0,0.0,1.0,1027.109999999986,0.0,none,2.0,
1276,30,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,55.0,182302.79,0.0,0.0,1.0,804.0750000000116,0.0,none,2.0,
1277,31,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,57.0,187950.305,0.0,0.0,1.0,968.0250000000233,0.0,none,2.0,
1278,32,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,59.0,193003.275,0.0,0.0,1.0,823.804999999993,0.0,none,2.0,
1279,33,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,61.0,198425.195,2.0,2.0,1.0,1305.679999999993,0.0,none,2.0,
1280,34,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,63.0,203655.395,0.0,0.0,1.0,856.7600000000093,0.0,none,2.0,
3704,20,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,37.0,173094.27,,2.0,,,1.0,SS-DS,2.0,
3705,21,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,39.0,178588.41,0.0,1.0,,1716.5800000000163,0.0,none,2.0,
3706,22,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,41.0,183635.36,2.0,2.0,1.0,1285.0099999999802,0.0,none,2.0,
3707,23,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,43.0,188584.68,1.0,1.0,1.0,1802.375,0.0,none,2.0,
3708,24,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,45.0,194315.365,1.0,1.0,1.0,1968.7149999999965,0.0,none,2.0,
3709,25,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,47.0,199609.215,2.0,2.0,1.0,2481.649999999994,0.0,none,2.0,
3710,26,1168.1700000001456_40690,20.0,Male,ts-trial-digit-span,ts-trial,49.0,204965.96,2.0,2.0,1.0,1353.210000000021,0.0,none,2.0,
2649,18,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,33.0,364828.325,1.0,1.0,1.0,1832.765000000014,1.0,SS-DS,2.0,
2650,19,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,35.0,369701.3,1.0,2.0,,1363.820000000007,0.0,none,2.0,
2651,20,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,37.0,374522.435,2.0,2.0,1.0,988.8400000000256,0.0,none,2.0,
2652,21,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,39.0,379441.715,2.0,2.0,1.0,975.6849999999977,0.0,none,2.0,
2653,22,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,41.0,384793.43,0.0,2.0,,1687.804999999993,0.0,none,2.0,
2654,23,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,43.0,390068.84,2.0,2.0,1.0,977.7600000000093,0.0,none,2.0,
2655,24,1273.4650000929832_33389,22.0,female,ts-trial-digit-span,ts-trial,45.0,394949.325,1.0,1.0,1.0,1052.1399999999558,0.0,none,2.0,
570,20,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,37.0,154942.58,0.0,1.0,,1315.804999999993,1.0,SS-DS,2.0,
573,21,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,39.0,160700.975,2.0,0.0,,1570.7600000000093,0.0,none,2.0,
576,22,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,41.0,166306.95,2.0,2.0,1.0,1979.890000000014,0.0,none,2.0,
579,23,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,43.0,171752.33,1.0,1.0,1.0,2344.720000000001,0.0,none,2.0,
582,24,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,45.0,177027.185,2.0,2.0,1.0,1808.6750000000175,0.0,none,2.0,
585,25,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,47.0,182245.045,2.0,2.0,1.0,1668.0050000000047,0.0,none,2.0,
588,26,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,49.0,187888.46,0.0,0.0,1.0,1238.8699999999953,0.0,none,2.0,
591,27,1718.75_45854,19.0,Female,ts-trial-digit-span,ts-trial,51.0,192997.08,1.0,1.0,1.0,2093.445000000007,0.0,none,2.0,
4926,28,1830_2921,22.0,Male,ts-trial-digit-span,ts-trial,51.0,188954.0,2.0,0.0,,1292.0,1.0,SS-DS,2.0,
4927,29,1830_2921,22.0,Male,ts-trial-digit-span,ts-trial,53.0,194320.0,0.0,2.0,,1235.0,0.0,none,2.0,
4928,30,1830_2921,22.0,Male,ts-trial-digit-span,ts-trial,55.0,199847.0,2.0,2.0,1.0,1555.0,0.0,none,2.0,
4929,31,1830_2921,22.0,Male,ts-trial-digit-span,ts-trial,57.0,204607.0,2.0,2.0,1.0,2130.0,0.0,none,2.0,
4930,32,1830_2921,22.0,Male,ts-trial-digit-span,ts-trial,59.0,210364.0,,2.0,,,0.0,none,2.0,
4931,33,1830_2921,22.0,Male,ts-trial-digit-span,ts-trial,61.0,215122.0,2.0,2.0,1.0,425.0,0.0,none,2.0,
863,28,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,51.0,282570.435,2.0,2.0,1.0,1409.8699999999953,1.0,SR-DS,2.0,
865,29,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,53.0,287999.915,2.0,2.0,1.0,1288.8600000000442,0.0,none,2.0,
866,30,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,55.0,293219.96,1.0,1.0,1.0,2035.7099999999627,0.0,none,2.0,
868,31,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,57.0,298709.58,0.0,0.0,1.0,1724.3250000000116,0.0,none,2.0,
870,32,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,59.0,303871.975,1.0,1.0,1.0,1909.3499999999767,0.0,none,2.0,
872,33,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,61.0,309181.12,0.0,0.0,1.0,1549.210000000021,0.0,none,2.0,
873,34,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,63.0,314743.175,,2.0,,,0.0,none,2.0,
875,35,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,65.0,319613.19,1.0,1.0,1.0,1835.6849999999977,0.0,none,2.0,
877,36,1975.4950000206009_98708,24.0,Female,ts-trial-digit-span,ts-trial,67.0,325280.185,1.0,2.0,,1756.3950000000186,0.0,none,2.0,
3515,41,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,75.0,267776.0,0.0,0.0,1.0,2945.0,1.0,SS-DS,2.0,
3516,42,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,77.0,273184.0,2.0,2.0,1.0,1499.0,0.0,none,2.0,
3517,43,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,79.0,278810.0,0.0,0.0,1.0,1595.0,0.0,none,2.0,
3518,44,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,81.0,283950.0,,0.0,,,0.0,none,2.0,
3519,45,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,83.0,289611.0,2.0,2.0,1.0,1217.0,0.0,none,2.0,
3520,46,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,85.0,294561.0,0.0,0.0,1.0,2796.0,0.0,none,2.0,
3521,47,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,87.0,300225.0,1.0,0.0,,2602.0,0.0,none,2.0,
3522,48,217_86855,20.0,Female,ts-trial-digit-span,ts-trial,89.0,305030.0,0.0,0.0,1.0,1823.0,0.0,none,2.0,
3914,18,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,33.0,140243.0,2.0,2.0,1.0,2169.0,1.0,SR-DS,2.0,
3915,19,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,35.0,145491.0,2.0,1.0,,2989.0,0.0,none,2.0,
3916,20,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,37.0,151072.0,2.0,1.0,,2872.0,0.0,none,2.0,
3917,21,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,39.0,156441.0,,2.0,,,0.0,none,2.0,
3918,22,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,41.0,161902.0,1.0,1.0,1.0,1759.0,0.0,none,2.0,
3919,23,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,43.0,166730.0,2.0,2.0,1.0,1642.0,0.0,none,2.0,
3920,24,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,45.0,171650.0,2.0,1.0,,2527.0,0.0,none,2.0,
3921,25,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,47.0,176661.0,2.0,2.0,1.0,2353.0,0.0,none,2.0,
3922,26,232_72278,19.0,Female,ts-trial-digit-span,ts-trial,49.0,182301.0,,2.0,,,0.0,none,2.0,
1845,56,236.19000000007873_6858,20.0,Female ,ts-trial-digit-span,ts-trial,101.0,368424.42,2.0,2.0,1.0,1709.984999999986,1.0,SS-DS,2.0,
1846,57,236.19000000007873_6858,20.0,Female ,ts-trial-digit-span,ts-trial,103.0,374006.885,0.0,2.0,,2505.820000000007,0.0,none,2.0,
1847,58,236.19000000007873_6858,20.0,Female ,ts-trial-digit-span,ts-trial,105.0,378876.61,0.0,2.0,,2406.2900000000373,0.0,none,2.0,
1848,59,236.19000000007873_6858,20.0,Female ,ts-trial-digit-span,ts-trial,107.0,384467.04,1.0,2.0,,1949.704999999958,0.0,none,2.0,
1849,60,236.19000000007873_6858,20.0,Female ,ts-trial-digit-span,ts-trial,109.0,389239.43,0.0,0.0,1.0,1649.234999999986,0.0,none,2.0,
1850,61,236.19000000007873_6858,20.0,Female ,ts-trial-digit-span,ts-trial,111.0,394744.1,0.0,0.0,1.0,2558.429999999993,0.0,none,2.0,
342,57,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,101.0,410137.55,2.0,2.0,1.0,1737.4000000000233,1.0,SR-DS,2.0,
344,58,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,103.0,415327.135,1.0,0.0,,2003.719999999972,0.0,none,2.0,
345,59,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,105.0,420871.4,1.0,0.0,,1852.210000000021,0.0,none,2.0,
347,60,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,107.0,426054.655,0.0,0.0,1.0,1828.5,0.0,none,2.0,
349,61,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,109.0,431755.74,0.0,2.0,,2465.774999999965,0.0,none,2.0,
351,62,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,111.0,436554.97,2.0,0.0,,2521.515000000014,0.0,none,2.0,
353,63,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,113.0,441362.38,1.0,1.0,1.0,1647.1300000000047,0.0,none,2.0,
355,64,251.67000001238193_90175,20.0,Female,ts-trial-digit-span,ts-trial,115.0,446340.81,0.0,2.0,,2087.6450000000186,0.0,none,2.0,
2435,18,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,33.0,105090.93,1.0,1.0,1.0,901.7799999999988,1.0,SS-DS,2.0,
2436,19,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,35.0,109944.77,1.0,2.0,,2041.6700000000128,0.0,none,2.0,
2437,20,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,37.0,114756.535,1.0,2.0,,1465.4400000000023,0.0,none,2.0,
2438,21,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,39.0,119661.235,2.0,2.0,1.0,2097.9900000000052,0.0,none,2.0,
2439,22,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,41.0,125002.08,2.0,2.0,1.0,1115.1900000000023,0.0,none,2.0,
2440,23,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,43.0,130271.875,2.0,2.0,1.0,1464.1650000000081,0.0,none,2.0,
2441,24,268.8400000006368_67932,20.0,female,ts-trial-digit-span,ts-trial,45.0,135134.765,1.0,1.0,1.0,1268.0349999999744,0.0,none,2.0,
26,27,283.00000000000006_59779,20.0,Female,ts-trial-digit-span,ts-trial,49.0,202572.0,2.0,1.0,,2910.0,1.0,SR-DS,2.0,
27,28,283.00000000000006_59779,20.0,Female,ts-trial-digit-span,ts-trial,51.0,208135.0,1.0,0.0,,2081.0,0.0,none,2.0,
28,29,283.00000000000006_59779,20.0,Female,ts-trial-digit-span,ts-trial,53.0,213203.0,2.0,0.0,,2152.0,0.0,none,2.0,
29,30,283.00000000000006_59779,20.0,Female,ts-trial-digit-span,ts-trial,55.0,218392.0,0.0,0.0,1.0,2374.0,0.0,none,2.0,
30,31,283.00000000000006_59779,20.0,Female,ts-trial-digit-span,ts-trial,57.0,224134.0,0.0,0.0,1.0,1341.0,0.0,none,2.0,
31,32,283.00000000000006_59779,20.0,Female,ts-trial-digit-span,ts-trial,59.0,229650.0,0.0,0.0,1.0,1876.0,0.0,none,2.0,
2248,41,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,75.0,282085.675,0.0,0.0,1.0,1366.4000000000233,1.0,SS-DS,2.0,
2249,42,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,77.0,287500.275,2.0,2.0,1.0,1037.6049999999814,0.0,none,2.0,
2250,43,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,79.0,293126.81,0.0,0.0,1.0,1261.1549999999697,0.0,none,2.0,
2251,44,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,81.0,298267.385,0.0,0.0,1.0,1632.5599999999977,0.0,none,2.0,
2252,45,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,83.0,303937.47,2.0,2.0,1.0,1307.5999999999767,0.0,none,2.0,
2253,46,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,85.0,308893.535,0.0,0.0,1.0,1698.7600000000093,0.0,none,2.0,
2254,47,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,87.0,314566.275,0.0,0.0,1.0,2148.0,0.0,none,2.0,
2255,48,293.7149999997928_80595,20.0,Female,ts-trial-digit-span,ts-trial,89.0,319377.62,0.0,0.0,1.0,1370.795000000042,0.0,none,2.0,
4113,41,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,75.0,276295.0,2.0,2.0,1.0,1416.0,1.0,SR-DS,2.0,
4114,42,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,77.0,282055.0,2.0,2.0,1.0,1664.0,0.0,none,2.0,
4115,43,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,79.0,286928.0,1.0,0.0,,2307.0,0.0,none,2.0,
4116,44,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,81.0,291697.0,1.0,1.0,1.0,1453.0,0.0,none,2.0,
4117,45,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,83.0,296592.0,0.0,0.0,1.0,1767.0,0.0,none,2.0,
4118,46,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,85.0,301445.0,2.0,2.0,1.0,2078.0,0.0,none,2.0,
4119,47,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,87.0,306942.0,1.0,1.0,1.0,1985.0,0.0,none,2.0,
4120,48,316_38703,21.0,Female,ts-trial-digit-span,ts-trial,89.0,312575.0,0.0,2.0,,2941.0,0.0,none,2.0,
3293,31,394_3084,20.0,female,ts-trial-digit-span,ts-trial,57.0,187895.0,2.0,2.0,1.0,1976.0,1.0,SR-DS,2.0,
3294,32,394_3084,20.0,female,ts-trial-digit-span,ts-trial,59.0,192845.0,,0.0,,,0.0,none,2.0,
3295,33,394_3084,20.0,female,ts-trial-digit-span,ts-trial,61.0,197615.0,0.0,0.0,1.0,1817.0,0.0,none,2.0,
3296,34,394_3084,20.0,female,ts-trial-digit-span,ts-trial,63.0,202491.0,0.0,0.0,1.0,1814.0,0.0,none,2.0,
3297,35,394_3084,20.0,female,ts-trial-digit-span,ts-trial,65.0,207948.0,2.0,2.0,1.0,1701.0,0.0,none,2.0,
3298,36,394_3084,20.0,female,ts-trial-digit-span,ts-trial,67.0,213579.0,0.0,0.0,1.0,1657.0,0.0,none,2.0,
3299,37,394_3084,20.0,female,ts-trial-digit-span,ts-trial,69.0,218803.0,1.0,1.0,1.0,1672.0,0.0,none,2.0,
4712,19,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,35.0,138277.035,1.0,0.0,,1535.0199999999895,1.0,SS-DS,2.0,
4713,20,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,37.0,143453.51,2.0,1.0,,2354.8150000000023,0.0,none,2.0,
4714,21,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,39.0,148572.445,1.0,1.0,1.0,2790.545000000013,0.0,none,2.0,
4715,22,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,41.0,153711.63,1.0,1.0,1.0,1779.3899999999849,0.0,none,2.0,
4716,23,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,43.0,159460.595,2.0,2.0,1.0,1710.1200000000244,0.0,none,2.0,
4717,24,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,45.0,164230.38,0.0,0.0,1.0,1526.8349999999919,0.0,none,2.0,
4718,25,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,47.0,169225.74,2.0,2.0,1.0,1073.2749999999942,0.0,none,2.0,
4719,26,452.40499999999884_3732,20.0,Female,ts-trial-digit-span,ts-trial,49.0,174557.45,2.0,2.0,1.0,2221.3699999999953,0.0,none,2.0,
4313,33,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,59.0,244122.755,2.0,2.0,1.0,1616.1499999999942,1.0,SS-DS,2.0,
4314,34,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,61.0,249323.2,0.0,0.0,1.0,1820.7000000000116,0.0,none,2.0,
4315,35,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,63.0,255030.38,,2.0,,,0.0,none,2.0,
4316,36,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,65.0,259824.385,0.0,2.0,,1043.7949999999837,0.0,none,2.0,
4317,37,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,67.0,265502.54,0.0,1.0,,1768.570000000007,0.0,none,2.0,
4318,38,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,69.0,271104.06,0.0,1.0,,2536.0499999999884,0.0,none,2.0,
4319,39,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,71.0,276231.225,2.0,2.0,1.0,1598.625,0.0,none,2.0,
4320,40,4597.265000003972_15055,18.0,Female,ts-trial-digit-span,ts-trial,73.0,281549.66,1.0,2.0,,2724.9349999999977,0.0,none,2.0,
933,53,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,95.0,348033.455,1.0,2.0,,1391.1350000000093,1.0,SS-DS,2.0,
935,54,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,97.0,353240.5,0.0,2.0,,1236.179999999993,0.0,none,2.0,
937,55,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,99.0,358700.51,1.0,1.0,1.0,1210.265000000014,0.0,none,2.0,
939,56,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,101.0,363797.935,2.0,2.0,1.0,1446.6999999999534,0.0,none,2.0,
941,57,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,103.0,368896.795,2.0,2.0,1.0,2317.5599999999977,0.0,none,2.0,
942,58,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,105.0,373928.465,0.0,0.0,1.0,1550.9550000000163,0.0,none,2.0,
944,59,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,107.0,378849.425,1.0,1.0,1.0,2590.515000000014,0.0,none,2.0,
946,60,462.85000001080334_70250,21.0,Female,ts-trial-digit-span,ts-trial,109.0,383963.43,2.0,2.0,1.0,2288.4800000000396,0.0,none,2.0,
2888,43,550.7099999999809_41239,18.0,female,ts-trial-digit-span,ts-trial,77.0,339472.56,0.0,1.0,,1442.7999999999884,1.0,SS-DS,2.0,
2889,44,550.7099999999809_41239,18.0,female,ts-trial-digit-span,ts-trial,79.0,344595.3,0.0,0.0,1.0,2083.4949999999953,0.0,none,2.0,
2890,45,550.7099999999809_41239,18.0,female,ts-trial-digit-span,ts-trial,81.0,350052.535,2.0,2.0,1.0,2032.5499999999884,0.0,none,2.0,
2891,46,550.7099999999809_41239,18.0,female,ts-trial-digit-span,ts-trial,83.0,354869.21,0.0,0.0,1.0,2977.4649999999674,0.0,none,2.0,
2892,47,550.7099999999809_41239,18.0,female,ts-trial-digit-span,ts-trial,85.0,360559.475,,2.0,,,0.0,none,2.0,
2893,48,550.7099999999809_41239,18.0,female,ts-trial-digit-span,ts-trial,87.0,365977.275,1.0,1.0,1.0,2359.335000000021,0.0,none,2.0,
3096,39,569.4950000033714_22620,19.0,Female,ts-trial-digit-span,ts-trial,71.0,258451.005,0.0,0.0,1.0,2400.834999999992,1.0,SS-DS,2.0,
3097,40,569.4950000033714_22620,19.0,Female,ts-trial-digit-span,ts-trial,73.0,263966.88,2.0,2.0,1.0,2667.640000000014,0.0,none,2.0,
3098,41,569.4950000033714_22620,19.0,Female,ts-trial-digit-span,ts-trial,75.0,269139.075,2.0,2.0,1.0,1645.8949999999604,0.0,none,2.0,
3099,42,569.4950000033714_22620,19.0,Female,ts-trial-digit-span,ts-trial,77.0,274752.32,2.0,2.0,1.0,2667.9099999999744,0.0,none,2.0,
3100,43,569.4950000033714_22620,19.0,Female,ts-trial-digit-span,ts-trial,79.0,279948.545,1.0,1.0,1.0,1493.2300000000396,0.0,none,2.0,
3101,44,569.4950000033714_22620,19.0,Female,ts-trial-digit-span,ts-trial,81.0,284963.58,1.0,1.0,1.0,2541.125,0.0,none,2.0,
2050,52,611.2100000027567_97917,19.0,male,ts-trial-digit-span,ts-trial,93.0,333530.945,,1.0,,,1.0,SR-DS,2.0,
2051,53,611.2100000027567_97917,19.0,male,ts-trial-digit-span,ts-trial,95.0,339282.615,2.0,2.0,1.0,1225.6749999999884,0.0,none,2.0,
2052,54,611.2100000027567_97917,19.0,male,ts-trial-digit-span,ts-trial,97.0,344722.985,2.0,0.0,,2310.0050000000047,0.0,none,2.0,
2053,55,611.2100000027567_97917,19.0,male,ts-trial-digit-span,ts-trial,99.0,349925.815,0.0,0.0,1.0,1794.0650000000023,0.0,none,2.0,
2054,56,611.2100000027567_97917,19.0,male,ts-trial-digit-span,ts-trial,101.0,355031.09,,2.0,,,0.0,none,2.0,
2055,57,611.2100000027567_97917,19.0,male,ts-trial-digit-span,ts-trial,103.0,360658.265,0.0,0.0,1.0,1161.8400000000256,0.0,none,2.0,
4532,44,755.2750000031665_40766,19.0,Female,ts-trial-digit-span,ts-trial,79.0,300505.54,0.0,0.0,1.0,1378.9349999999977,1.0,SS-DS,2.0,
4533,45,755.2750000031665_40766,19.0,Female,ts-trial-digit-span,ts-trial,81.0,306218.065,0.0,0.0,1.0,1902.3549999999814,0.0,none,2.0,
4534,46,755.2750000031665_40766,19.0,Female,ts-trial-digit-span,ts-trial,83.0,311332.27,2.0,0.0,,1650.5,0.0,none,2.0,
4535,47,755.2750000031665_40766,19.0,Female,ts-trial-digit-span,ts-trial,85.0,316376.33,0.0,0.0,1.0,1498.8800000000047,0.0,none,2.0,
4536,48,755.2750000031665_40766,19.0,Female,ts-trial-digit-span,ts-trial,87.0,321425.835,0.0,0.0,1.0,2641.4700000000303,0.0,none,2.0,
4537,49,755.2750000031665_40766,19.0,Female,ts-trial-digit-span,ts-trial,89.0,326620.3,0.0,1.0,,1668.015000000014,0.0,none,2.0,
247,33,831.5449999936391_42874,21.0,female,ts-trial-digit-span,ts-trial,59.0,250163.275,,1.0,,,1.0,SS-DS,2.0,
249,34,831.5449999936391_42874,21.0,female,ts-trial-digit-span,ts-trial,61.0,255883.61,1.0,1.0,1.0,1481.0599999999977,0.0,none,2.0,
251,35,831.5449999936391_42874,21.0,female,ts-trial-digit-span,ts-trial,63.0,261332.49,2.0,1.0,,2369.4249999999884,0.0,none,2.0,
253,36,831.5449999936391_42874,21.0,female,ts-trial-digit-span,ts-trial,65.0,266862.19,1.0,1.0,1.0,1576.2900000000373,0.0,none,2.0,
254,37,831.5449999936391_42874,21.0,female,ts-trial-digit-span,ts-trial,67.0,272525.795,2.0,2.0,1.0,1993.7449999999953,0.0,none,2.0,
256,38,831.5449999936391_42874,21.0,female,ts-trial-digit-span,ts-trial,69.0,278150.325,2.0,2.0,1.0,2217.6450000000186,0.0,none,2.0,
1678,29,870_66478,19.0,Female,ts-trial-digit-span,ts-trial,53.0,196924.0,1.0,2.0,,1380.0,1.0,SR-DS,2.0,
1679,30,870_66478,19.0,Female,ts-trial-digit-span,ts-trial,55.0,201757.0,0.0,1.0,,1165.0,0.0,none,2.0,
1680,31,870_66478,19.0,Female,ts-trial-digit-span,ts-trial,57.0,206655.0,0.0,0.0,1.0,1648.0,0.0,none,2.0,
1681,32,870_66478,19.0,Female,ts-trial-digit-span,ts-trial,59.0,212259.0,1.0,1.0,1.0,2260.0,0.0,none,2.0,
1682,33,870_66478,19.0,Female,ts-trial-digit-span,ts-trial,61.0,217664.0,,2.0,,,0.0,none,2.0,
1683,34,870_66478,19.0,Female,ts-trial-digit-span,ts-trial,63.0,222554.0,2.0,2.0,1.0,1667.0,0.0,none,2.0,
1472,19,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,35.0,180998.0,,0.0,,,1.0,SS-DS,2.0,
1473,20,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,37.0,186129.0,2.0,0.0,,2295.0,0.0,none,2.0,
1474,21,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,39.0,191332.0,0.0,1.0,,1422.0,0.0,none,2.0,
1475,22,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,41.0,196355.0,2.0,2.0,1.0,2321.0,0.0,none,2.0,
1476,23,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,43.0,201627.0,0.0,1.0,,2795.0,0.0,none,2.0,
1477,24,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,45.0,207339.0,2.0,2.0,1.0,2701.0,0.0,none,2.0,
1478,25,961_63147,19.0,Female,ts-trial-digit-span,ts-trial,47.0,212474.0,0.0,0.0,1.0,2084.0,0.0,none,2.0,935.0350000000035
1299,53,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,95.0,313506.91,1.0,1.0,1.0,839.7000000000116,1.0,SS-DS,3.0,
1300,54,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,97.0,318750.215,0.0,0.0,1.0,982.2250000000349,0.0,none,3.0,
1301,55,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,99.0,323635.765,2.0,2.0,1.0,1110.2949999999837,0.0,none,3.0,
1302,56,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,101.0,329129.51,1.0,1.0,1.0,825.6500000000233,0.0,none,3.0,
1303,57,1152.5099999271333_59120,20.0,Female,ts-trial-digit-span,ts-trial,103.0,334305.9,0.0,0.0,1.0,895.5,0.0,none,3.0,
